,address,business_dba,business_type,city,latitude,longitude,zip_code
862,18801  E 39TH ST S 2140,NOODLES & COMPANY,Restaurant,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
863,18801  E 39TH ST S 2140,NOODLES & COMPANY,Restaurant,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
864,18805  E HANTHORN DR,"NORTHSTAR RESIDENTIAL CARE, INC",Residential Care Services,INDEPENDENCE,39.065757751464794,-94.35824584960942,64057
865,18108  E 51ST STREET CT S,"NATIONWIDE CONSTRUCTION, INC.",Roofing/Siding/Windows Contractor,INDEPENDENCE,39.026760101318395,-94.3675689697266,64055
866,2610  S HUB DR,NEW SIGNS,Sign/Advertising Services,INDEPENDENCE,39.07275390625,-94.38135528564449,64055
867,4000  S LITTLE BLUE PKWY  E,O H GERRY OPTICAL CO.,Optical Goods,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
868,1101  E 23RD ST S,O'REILLY AUTOMOTIVE #123,Auto Parts-Retail Sales,INDEPENDENCE,39.078239440918004,-94.40099334716801,64055
869,18801  E 39TH ST S 2072,OLD NAVY #5176,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
870,18801  E 39TH ST S 1012,PACIFIC SUNWEAR,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
871,2424  S R D MIZE RD   A,"PALMER LAWN PROFESSIONALS, INC",Lawn/Landscape/Tree Services,INDEPENDENCE,39.074314117431605,-94.3774948120117,64057
872,18801  E 39TH ST S 102,PANDA EXPRESS #735,Restaurant,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
873,18800  E US 40 HWY,PANERA BREAD CO.,Bakery Products-Retail,INDEPENDENCE,39.0333671569824,-94.3598403930664,64055
874,19321  E US 40 HWY  B,PAPA JOHN'S PIZZA #3547,Food Sales-Carry Out/Delivery,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
875,16916  E 36TH ST S,PAT'S PROFESSIONAL CLEANING,Cleaning/Maintenance Service,INDEPENDENCE,39.053459167480504,-94.3806304931641,64055
876,16525  E 53RD TERRACE CT S,PATRICIA BETTERIDGE,Art/Painting Sales,INDEPENDENCE,39.022796630859396,-94.3850479125977,64055
877,16525  E 53RD TERRACE CT S,PATRICIA BETTERIDGE,Art/Painting Sales,INDEPENDENCE,39.022796630859396,-94.3850479125977,64055
878,17710  E 39TH ST S,PAYLESS SHOESOURCE #426,Shoe Sales-Retail,INDEPENDENCE,39.051139831543004,-94.3705368041992,64055
879,18801  E 39TH ST S  1022,PETLAND,Pet/Fish Sales/Supplies,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
880,4010  S BOLGER DR,"PETSMART, INC #238",Pet/Fish Sales/Supplies,INDEPENDENCE,39.0451316833496,-94.3671035766602,64055
881,18801  E 39TH ST S KO-01,PIERCING PAGODA #1061,Jewelry Sales/Design/Repair,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
882,2411  S M 291 HWY  B,PIZZA HUT #4707,Restaurant,INDEPENDENCE,39.075355529785206,-94.3784637451172,64057
883,4803  S MAYBROOK CT,"PLAYNET, LLC",Internet Research/Design,INDEPENDENCE,39.0312156677246,-94.37295532226558,64055
884,16611  E 23RD ST S,PRICE CHOPPER,Grocery Store,INDEPENDENCE,39.0763092041016,-94.38235473632808,64055
885,3801  S SELSA RD  #1 - 3,PROGRESS RAIL SERVICES,Indrstl/Commercial Equip Design/Mfg/Sale,INDEPENDENCE,39.04933547973629,-94.3384552001953,64057
886,1325  S NOLAND RD,PROMPT MEDICAL CLINIC INC,Health Care Services,INDEPENDENCE,39.07639694213871,-94.4134979248047,64055
887,2700  S M 291 HWY,PUBLIC STORAGE,Storage/Warehousing,INDEPENDENCE,39.0707778930664,-94.38015747070308,64055
888,2700  S M 291 HWY,PUBLIC STORAGE,Storage/Warehousing,INDEPENDENCE,39.0707778930664,-94.38015747070308,64055
889,2700  S M 291 HWY,PUBLIC STORAGE,Key/Lock Sales &/Or Service,INDEPENDENCE,39.0707778930664,-94.38015747070308,64055
890,2700  S M 291 HWY,PUBLIC STORAGE,Key/Lock Sales &/Or Service,INDEPENDENCE,39.0707778930664,-94.38015747070308,64055
891,411  E 23RD ST S A,PURE WATER OASIS INC.,Water Treatment System/Conditioning,INDEPENDENCE,39.0786552429199,-94.4101715087891,64055
892,2601  S HUB DR  D,"PRAIRIE ROSE MANAGEMENT CO., INC.",Property Management Services,INDEPENDENCE,39.073581695556605,-94.38058471679692,64055
893,2601  S M 291 HWY,QUIKTRIP #161,Convenience Store W/Gas Sales,INDEPENDENCE,39.0718955993652,-94.3776702880859,64057
894,17815  E 39TH ST S,QUIKTRIP #245,Convenience Store W/Gas Sales,INDEPENDENCE,39.047908782959,-94.3692474365234,64055
895,16501  E US 40 HWY,QUIKTRIP #202,Convenience Store W/Gas Sales,INDEPENDENCE,39.0338172912598,-94.3865966796875,64055
896,2650  S HUB DR   E,QUALITY LAUNDRY PROFESSIONALS,Laundromat,INDEPENDENCE,39.0715560913086,-94.38140869140629,64055
897,1417  S WOODBURY ST,R & R CARPET,Carpet/Floor Coverings-Sales,INDEPENDENCE,39.0734977722168,-94.3946914672852,640550000
898,1112   DICKINSON RD   #C,R & S AUTOMOTIVE,Auto Service,INDEPENDENCE,39.0639610290527,-94.3751754760742,64055
899,16200  E 38TH ST S,R & S ENTERPRISES,Upholstery/Furniture Repair,INDEPENDENCE,39.0507202148438,-94.38916015625,64055
900,3209  S JEFFREY CIR,RAINMAKER SURVEYING,Engineer/Surveyor/Architect,INDEPENDENCE,39.060539245605504,-94.3847198486328,64055
901,3431  S M 291 HWY,"RAMIC INDEPENDENCE, LLC.",Diagnostic Imaging,INDEPENDENCE,39.055816650390604,-94.36502075195308,64057
902,3431  S M 291 HWY,"RAMIC INDEPENDENCE, LLC.",Diagnostic Imaging,INDEPENDENCE,39.055816650390604,-94.36502075195308,64057
903,17501  E US 40 HWY   221,RECOGNITION PLUS,Trophy Sales/Retail/Engraving,INDEPENDENCE,39.033447265625,-94.3755722045898,64055
904,16813  E 23RD ST S,RED RACKS - DAV THRIFT STORE,Used Merchandise Sales,INDEPENDENCE,39.0771484375,-94.3804168701172,64055
905,18810  E US 40 HWY,RED ROBIN,Restaurant/Bar,INDEPENDENCE,39.033107757568395,-94.3590621948242,64055
906,3700  S ARROWHEAD AVE,RESIDENCE INN INDEPENDENCE,Hotel/Motel,INDEPENDENCE,39.051364898681605,-94.360107421875,64057
907,3220  S MIZE RIDGE CT,"RICKS BLINDS, LLC",Window Treatments,INDEPENDENCE,39.0580291748047,-94.32447052001949,64057
908,16821  E 31ST ST S,ROBINSON'S LEARNING TREE,Child Care - 4 Or Less,INDEPENDENCE,39.0605697631836,-94.3819198608398,64055
909,4917  S DOWNEY AVE,ROCA VENDING INC,Vending Company,INDEPENDENCE,39.029380798339794,-94.3790054321289,64055
910,17309  E 50TH STREET CT S,ROGER'S SMALL ENGINES LLC,Small Engine Repair,INDEPENDENCE,39.0282859802246,-94.3779678344727,64055
911,18910  E 39TH ST S,ROSS DRESS FOR LESS #1564,Clothing - Retail Sales,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
912,1407  S LOGAN AVE,"RC-N-I, INC",Industrial Supply/Equip-Instl/Svc,INDEPENDENCE,39.0759048461914,-94.4043502807617,64055
913,3000  S LITTLE BLUE EXPRESSWAY,"RONSON MACHINE & MANUFACTURING, INC",Sheet Metal Fabrication,INDEPENDENCE,39.0637321472168,-94.3468704223633,64057
914,2601  S HUB DR  D,S.M.A.R.T. T.A.X.,Accounting/Bookeeping Srv,INDEPENDENCE,39.073581695556605,-94.38058471679692,64055
915,4741  S ARROWHEAD DR,"SABATES EYE CENTERS, P.C.",Optical Goods,INDEPENDENCE,39.0314521789551,-94.35828399658199,64055
916,18810  E 39TH ST S G,SALLY BEAUTY SUPPLY #1905,Beauty/Skin Services &/or Retail,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
917,18920  E VALLEY VIEW PKWY   SUITE A,SALON AMI DAY SPA,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.034675598144496,-94.35787963867192,64057
918,16650  E US 40 HWY   E,SALON BIJOU,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.0348701477051,-94.38442993164058,64055
919,17717  E US 40 HWY,SALTY IGUANA MEXICAN RESTAURANT,Restaurant/Bar,INDEPENDENCE,39.033119201660206,-94.3716583251953,64057
920,4100  S BOLGER DR,SAM'S CLUB #8293,General Merchandise Retail,INDEPENDENCE,39.044075012206996,-94.3665084838867,72716
921,16201  E 26TH ST S,"SCOTT KISNER HOMES, LLC",Residential Construction,INDEPENDENCE,39.072906494140604,-94.3888778686523,64055
922,3800  S ELIZABETH ST  C,SCRUB HUB,Clothing - Retail Sales,INDEPENDENCE,39.0493125915527,-94.3615188598633,64057
923,18777  E 39TH ST S,SEARS OPTICAL #1586,Optical Goods,INDEPENDENCE,39.0460777282715,-94.3603897094727,64057
924,17331  E US 40 HWY   103/104,SELECT PHYSICAL THERAPY,Therapy/Physical Rehab Center,INDEPENDENCE,39.033447265625,-94.3755722045898,64055
925,2301  S M 291 HWY,SELECT PHYSICAL THERAPY,Therapy/Physical Rehab Center,INDEPENDENCE,39.0766181945801,-94.3782196044922,64057
926,18801  E 39TH ST S  2018,SEPHORA,Beauty/Skin Services &/or Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
927,18675  E 39TH ST S BB,SHAREEN ALTERATION & DRY CLEANING,Alterations/Sewing/Custom Made Items,INDEPENDENCE,39.0471649169922,-94.3619613647461,64057
928,328  E HANSEN CT,"SHARON PLACE ASSOCIATES, INC.",Office Only-In Residence,INDEPENDENCE,39.0663452148438,-94.4113082885742,64055
929,19321  E US 40 HWY  M,SHOE EXPRESS,Shoe Repair,INDEPENDENCE,39.0293006896973,-94.3552780151367,64055
930,18008  E 49TH TERRACE CT S,"SHOW-ME POWERWASHING, INC.",Powerwash Service-Mobile,INDEPENDENCE,39.0300521850586,-94.3674545288086,64055
931,17201  E US 40 HWY  110,SID BOEDEKER SAFETY SHOE SERVICE IN,Shoe Sales-Retail,INDEPENDENCE,39.0335350036621,-94.3781585693359,64055
932,17311  E US 40 HWY  B67,SILVERTROVE DESIGNS,Jewelry Design/Repair,INDEPENDENCE,39.0277061462402,-94.3755264282227,64055
933,17331  E US 40 HWY   103,SLIM 4 LIFE,Office-Billing/Admin/Constr/Recruiting,INDEPENDENCE,39.033447265625,-94.3755722045898,64055
934,3736  S LEES SUMMIT RD,SMALL WONDER PRESCHOOL,Day Care/Preschool,INDEPENDENCE,39.0523262023926,-94.387939453125,64055
935,19000  E 39TH ST S,"SMOKEHOUSE BBQ, INC.",Restaurant/Bar,INDEPENDENCE,39.048408508300795,-94.3564300537109,64057
936,19601  E US 40 HWY,"SNYDER AUTOMOTIVE, INC.",Auto Repair-Light,INDEPENDENCE,39.029106140136705,-94.3500213623047,64015
937,19010  E VALLEY VIEW PKWY,SODEXO AT CARMAX-COFFEE,Coffee Service/Sales,INDEPENDENCE,39.036773681640604,-94.3599395751953,64057
938,25001  E STRODE RD,SOLID ROCK DRYWALL INC.,Drywall/Plastering/Stucco Contractor,INDEPENDENCE,39.0623931884766,-94.2855377197266,64015
939,4001  S JACKSON DR,SONIC #5482,Restaurant,INDEPENDENCE,39.044708251953104,-94.35089111328129,64055
940,18020  E 39TH ST S,SPEAKS SUBURBAN CHAPEL,Funeral Home,INDEPENDENCE,39.048698425293004,-94.36700439453129,64055
941,18921  E VALLEY VIEW PKWY  B,SPORT CLIPS,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.033195495605504,-94.3564834594727,64055
942,19130  E 39TH ST S C,SPRINT PCS,Cellular/Pager/Accessories Retail Sales,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
943,18801  E 39TH ST S 2102,STEVE'S SHOES,Shoe Sales-Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
944,1003  E 23RD ST S D,STITCHIN POST,Alterations/Sewing/Custom Made Items,INDEPENDENCE,39.078369140625,-94.4020233154297,64055
945,19201  E VALLEY VIEW PKWY   H,"STRATEGIC VALUE SOLUTIONS, INC",Consulting Service,INDEPENDENCE,39.036994934081996,-94.353271484375,64055
946,18921  E VALLEY VIEW PKWY  A,SUBWAY #25586,Restaurant,INDEPENDENCE,39.033195495605504,-94.3564834594727,64055
947,18801  E 39TH ST S 103,SUBWAY #27597,Restaurant,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
948,2650  S HUB DR  G,SUBWAY #7068,Restaurant,INDEPENDENCE,39.0715560913086,-94.38140869140629,64055
949,18911  E 34TH ST S,SYNAGO LLC,Consulting Service,INDEPENDENCE,39.05763626098629,-94.3569107055664,64057
950,19049  E VALLEY VIEW PKWY  BLDG 1 #H,"SYNERGY THERAPIES, LLC",Health Care Services,INDEPENDENCE,39.035636901855504,-94.3551483154297,64057
951,18813  E 39TH ST S 1090,"T'S SALON & SPA, LLC",Nail Salon (Business Owner),INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
952,2491  S M 291 HWY,TACO BELL #2919,Restaurant,INDEPENDENCE,39.07456588745121,-94.3784332275391,64057
953,16506  E US 40 HWY,THE BIG BISCUIT,Restaurant,INDEPENDENCE,39.0347557067871,-94.38623046875,64055
954,18801  E 39TH ST S 2018,THE BUCKLE,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
955,3800  S WHITNEY AVE  100,THE ENDOSCOPY CENTER-EAST,Health Care Services,INDEPENDENCE,39.049613952636705,-94.3682708740234,64055
956,3800  S WHITNEY AVE  100,THE ENDOSCOPY CENTER-EAST,Health Care Services,INDEPENDENCE,39.049613952636705,-94.3682708740234,64055
957,17000  E US 40 HWY   11,"THE HIGHLANDS SURGERY CENTER, LLC",Health Care Services,INDEPENDENCE,39.0349769592285,-94.3801422119141,64055
958,18709  E 24TH STREET CT S,"THE LEADED GLASS STUDIO, INC.",Glass-Stained/Leaded,INDEPENDENCE,39.0780601501465,-94.3903121948242,64055
959,19130  E 39TH ST S A,THE MATTRESS FIRM #9001,Bed/Waterbed Sales,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
960,2322  S R D MIZE RD,THE MUSIK CONNECTION,Instructional Courses/10 or Less a Day,INDEPENDENCE,39.075252532959,-94.3491363525391,64057
961,2322  S R D MIZE RD,THE MUSIK CONNECTION (BANQUET HALL),Rental/Banquet Hall,INDEPENDENCE,39.076358795166,-94.37738037109379,64057
962,1535  E 23RD ST S,THE SALVATION ARMY,Used Merchandise Sales,INDEPENDENCE,39.077564239502,-94.3919830322266,64055
963,1337  S NOLAND RD,THE SQUEAKY EXPRESS CAR WASH,Car Wash,INDEPENDENCE,39.075675964355504,-94.4135284423828,64055
964,18801  E 39TH ST S 1015,THE SUNGLASS CO #2036,Optical Goods,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
965,2866  S M 291 HWY  D,THERAPEUTIC MASSAGE-G RAGAN,Therapy Serv/Retail Sales-Commerical Loc,INDEPENDENCE,39.065605163574205,-94.3762435913086,64057
966,17201  E US 40 HWY  117,TIM'S PIZZA,Restaurant,INDEPENDENCE,39.0335350036621,-94.3781585693359,64055
967,16701  E US 40 HWY,TIREY J FORD AMERICAN LEGION,Restaurant/Bar,INDEPENDENCE,39.033088684081996,-94.38397216796879,64055
968,15805  E 23RD ST S,"TITLE CASH OF MISSOURI, INC.",Loans-Short Term,INDEPENDENCE,39.0780181884766,-94.3897933959961,64055
969,18801  E 39TH ST S K-10 2110,TOPSY'S POPCORN,Food/Specialized-Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
970,821  E MANOR RD,TORPEY BROTHER'S LAWN & LANDSCAPING,Landscape Services/Materials,INDEPENDENCE,39.0692291259766,-94.40399169921879,64055
971,821  E MANOR RD,TORPEY BROTHER'S LAWN & LANDSCAPING,Landscape Services/Materials,INDEPENDENCE,39.0692291259766,-94.40399169921879,64055
972,16800  E HUB DR S,"TOWER ENTERPRISES, LLC",Car Wash,INDEPENDENCE,39.0713119506836,-94.3797073364258,64055
973,18801  E 39TH ST S C09A 1044,"TRADEHOME SHOE STORES, INC.",Shoe Sales-Retail,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
974,685  E RED RD,TREASURES FOR YOU,Design/Decorating-Interior/Exterior,INDEPENDENCE,39.068019866943395,-94.40735626220699,64055
975,2511  S M 291 HWY,TRUCK TRAILER & HITCH CENTER,Trailers/Accessories/New & Used Sales,INDEPENDENCE,39.0740242004395,-94.3781967163086,64057
976,23150  NW PINK HILL RD,TWIG DESIGNS,Flower Arrangements,INDEPENDENCE,39.0557708740234,-94.3101425170898,64015
977,17220  E 44TH TERRACE CT S,TAX DEFENDERS,Mailing Service,INDEPENDENCE,39.039878845214794,-94.375732421875,64055
978,16317  E CRACKERNECK RD,TDH WEB DESIGN,Internet Advertisement/Sls/Design,INDEPENDENCE,39.059028625488295,-94.3873519897461,64055
979,1315  S NOLAND RD,THE CHOP SHOP,Sign/Lighting Fabrctn/Install,INDEPENDENCE,39.0769004821777,-94.41348266601558,64055
980,2621  S LOBB CEMETERY RD,THE OLD RED RED BARN WORKSHOP,Residential Remodel &/Or Repair,INDEPENDENCE,39.0686378479004,-94.2862014770508,64015
981,15321  E 23RD TERR S,"TIMBERLAND, LLC",Property Management Services,INDEPENDENCE,39.0769844055176,-94.39837646484379,64055
982,3201  S PRESCOTT AVE,"TLC SENIOR HOME CARE, LLC",Personal Health Care Services,INDEPENDENCE,39.056266784668004,-94.2786407470703,64015
983,18001  E BASS PRO DR,TRACKER BOAT CENTER,Sporting Goods/Supplies-Retail Sls,INDEPENDENCE,39.0405044555664,-94.37051391601558,64055
984,18781  E 39TH ST S,U S BANK,Bank,INDEPENDENCE,39.0476684570313,-94.3586578369141,64057
985,16900  E GUDGELL RD,"UMB BANK, N.A.",Bank,INDEPENDENCE,39.072822570800795,-94.37750244140629,64057
986,2866  S M 291 HWY  J,UNITED TEACHERS OF MUSIC,Instructional Courses/Services,INDEPENDENCE,39.065605163574205,-94.3762435913086,64057
987,4901  S VALLEY VIEW RD  53,VALLEY VIEW VILLAGE MHP,Mobile Home Park,INDEPENDENCE,39.0282707214355,-94.3442916870117,64015
988,1531  E 23RD ST S,VALVOLINE INSTANT OIL CHANGE,Auto Service,INDEPENDENCE,39.0779609680176,-94.3924331665039,64055
989,1507  S NOLAND RD   A,VAPOR UP,Tobacco Products/Electronic Cigarettes,INDEPENDENCE,39.073028564453104,-94.4136581420898,64055
990,3917  S CARRIAGE LN,VERSAQUATICS,Pet Services &/Or Products,INDEPENDENCE,39.0726203918457,-94.40203857421879,64055
991,18801  E 39TH ST S 1102,VICTORIA'S SECRET STORES #803,Clothing Apparel/Access/Hdwear,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
992,18801  E 39TH ST S  106,VILLA PIZZA OF INDEPENDENCE,Restaurant,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
993,17501  E US 40 HWY  218,"VISIONPACE, INC",Computer Software Sls/Design/Install,INDEPENDENCE,39.033447265625,-94.3755722045898,64055
994,4000  S BOLGER DR,WAL-MART SUPER CENTER #1014,General Merchandise Retail,INDEPENDENCE,39.0462226867676,-94.3663330078125,64055
995,17005  E 45TH ST S,WEBSITE MAKEOVERS,Internet Advertisement/Sls/Design,INDEPENDENCE,39.0370216369629,-94.3803939819336,64057
996,18810  E 39TH ST S F,WEIGHT WATCHERS NORTH AMERICA,Weight Loss Center,INDEPENDENCE,39.049530029296896,-94.3557662963867,64057
997,18801  E 39TH ST S 1150,WINDSOR FASHIONS,Clothing - Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
998,19040  E VALLEY VIEW PKWY,"WIRELESS ADVOCATES, LLC",Cellular/Pager/Accessories Retail Sales,INDEPENDENCE,39.0363655090332,-94.3571929931641,64055
999,18813  E 39TH ST S K109,WIRELESS LIFESTYLE/SPRINT,Cellular/Pager/Accessories Retail Sales,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
1000,18931  E VALLEY VIEW PKWY  J,WIRELESS LIFESTYLE/SPRINT,Cellular/Pager/Accessories Retail Sales,INDEPENDENCE,39.0337257385254,-94.3556594848633,64057
1001,3600  S DAVIDSON AVE,WM YATES ELEMENTARY PRIME TIME,Child Care Center,INDEPENDENCE,39.052925109863295,-94.37661743164058,64057
1002,19900  E JACKSON DR,WORLD MARKET,General Merchandise Retail,INDEPENDENCE,39.04213333129879,-94.344970703125,64057
1003,18001  E 25TH TERR S,WUNDERKIND HOME DAY CARE,Child Care - 5 to 10/Home Occupation,INDEPENDENCE,39.072093963623,-94.3662643432617,64055
1004,19049  E VALLEY VIEW PKWY  C-1,"WAGB PROPERTIES, LLC",Property Management Services,INDEPENDENCE,39.035636901855504,-94.3551483154297,64057
1005,18801  E 39TH ST S 2036,ZALE JEWELRY #1665,Jewelry Sales/Design/Repair,INDEPENDENCE,39.045684814453104,-94.3576812744141,64057
1006,18931  E VALLEY VIEW PKWY  SUITE F,"4 LIFE WEIGHT LOSS CENTERS, INC.",Weight Loss Center,INDEPENDENCE,39.0337257385254,-94.3556594848633,64057
1007,18700  E 38TH TERR S,54TH STREET GRILL & BAR,Restaurant/Bar,INDEPENDENCE,39.04933547973629,-94.3600311279297,64057
1008,15106  E 43RD PL,DYNAMITE PEST CONTROL,Pest Control/Disinfecting,INDEPENDENCE,39.0429267883301,-94.4022979736328,64055
1009,3508  S MCCOY ST,FOUR ACES HOME IMPROVEMENT & REPAIR,Handyman Services,INDEPENDENCE,39.05678176879879,-94.4249038696289,64055
1010,11301  E 23RD ST S,PRECISION TUNE,Auto Repair-Light,INDEPENDENCE,39.079902648925795,-94.4440155029297,64050
1011,14201  E 39TH TERR S,SANDERS ELECTRIC,Electrical Contractor,INDEPENDENCE,39.0488777160645,-94.4129257202148,64055
1012,3634  S NOLAND RD,AARON'S RENTAL PURCHASE CO #128,Rental/Leasing Equip/Tents/Furniture,INDEPENDENCE,39.05409622192379,-94.4153671264648,64055
1013,11900  E 37TH ST S,ABOVE N BEYOND CONSTRUCTION,Residential Remodel &/Or Repair,INDEPENDENCE,39.055004119873,-94.43667602539058,64052
1014,11321  E US 40 HWY,ACE LOCK & KEY SERVICE,Key/Lock Sales &/Or Service,INDEPENDENCE,39.0478515625,-94.44509887695308,64055
1015,3517  S NOLAND RD,ADVANCE AMERICA CASH ADV CNTR OF MO,Loans-Short Term,INDEPENDENCE,39.056247711181605,-94.4139938354492,64055
1016,3750  S NOLAND RD,ADVANCE AUTO PARTS #5233,Auto Parts-Retail Sales,INDEPENDENCE,39.0519790649414,-94.4157562255859,64055
1017,2323  S STERLING AVE,ADVANCE AUTO PARTS #7155,Auto Accessories-Retail/Installation,INDEPENDENCE,39.079044342041,-94.44568634033199,64052
1018,2912  S FOREST AVE,ADVANCE DENT REPAIR,Auto/Truck/Mtrcycle Mobile Rpr/Maint,INDEPENDENCE,39.0677528381348,-94.4371566772461,64052
1019,4603  S NORFLEET RD,AIR DIGITAL STUDIO,Recording Services/Studio,INDEPENDENCE,39.038032531738295,-94.4291000366211,64055
1020,4603  S NORFLEET RD,AIR DIGITAL STUDIO,Recording Services/Studio,INDEPENDENCE,39.038032531738295,-94.4291000366211,64055
1021,11605  E 23RD ST S,ALDI INC #61,Grocery Store,INDEPENDENCE,39.079536437988295,-94.4391326904297,64052
1022,14400  E 40TH ST S,ALFA AND OMEGA TREE SERVICE,Tree Service,INDEPENDENCE,39.048282623291,-94.4096221923828,64055
1023,623  W CHARLES ST,AMAZIN TREE SERVICE,Tree Service,INDEPENDENCE,39.074764251709,-94.4246597290039,64055
1024,3609  S NOLAND RD,AMERICAN PAYDAY LOANS,Loans-Short Term,INDEPENDENCE,39.05491256713871,-94.4142913818359,64055
1025,9910  E US 40 HWY,AMERICAN QUALITY TIRE CO INC,Tire Sales &/Or Service,INDEPENDENCE,39.055961608886705,-94.46157836914058,64055
1026,12911  E 36TH TERR S,"AMVEST FINANCIAL GROUP, INC.",Brokers-Business Services,INDEPENDENCE,39.054386138916,-94.4264297485352,64055
1027,106  W 31ST ST,"ANCHOR SALES & SERVICE CO, INC",Industrial Machinery/Equip Serv-Whsl,INDEPENDENCE,39.06496047973629,-94.4167251586914,64055
1028,2704  S GLENWOOD AVE,ANIMAL DAMAGE CONTROL/TRAPPER JON,Wildlife Trapping,INDEPENDENCE,39.073543548584,-94.4689712524414,64052
1029,2302  S CRYSLER AVE,ANIMALS BEST FRIENDS,Pet Services &/Or Products,INDEPENDENCE,39.07924270629879,-94.43262481689449,64050
1030,10006  E US 40 HWY,"APOLLO TRANSMISSION SERVICE, INC.",Auto Transmission Repair,INDEPENDENCE,39.0557746887207,-94.4605178833008,64055
1031,2341  S WOODLAND AVE,APPLE BUS COMPANY,Student Transport/School Bus Service,INDEPENDENCE,39.078651428222706,-94.4343490600586,64050
1032,4515  S NOLAND RD,ARBY'S ROAST BEEF RESTAURANT #5827,Restaurant,INDEPENDENCE,39.038631439209,-94.4148178100586,64055
1033,10426  E SHELEY RD,AROUND YOUR HOUSE,Handyman Services,INDEPENDENCE,39.06201171875,-94.4543991088867,64052
1034,15503  E 43RD TERR S,ARROWHEAD DOOR CO.,Door Service/Installation,INDEPENDENCE,39.041446685791,-94.3976058959961,64055
1035,15503  E 43RD TERR S,ARROWHEAD DOOR CO.,Door Service/Installation,INDEPENDENCE,39.041446685791,-94.3976058959961,64055
1036,4340  S NOLAND RD,ARVEST BANK,Bank,INDEPENDENCE,39.0408821105957,-94.416015625,64055
1037,517  S LACY RD  GAR,ASPHALT WIZARDS,Construction Materials,INDEPENDENCE,39.1008186340332,-94.3844985961914,64050
1038,1550  S NOLAND RD,AUTOZONE #2376,Auto Parts-Retail Sales,INDEPENDENCE,39.0726737976074,-94.4145736694336,64055
1039,9601  E US 40 HWY,AUTUMN FALLS,Mobile Home Park,INDEPENDENCE,39.0565147399902,-94.4653778076172,64055
1040,5433  S COACHMAN AVE,AVDA CORPORATION,Audio &/Or Video Dup/Production,INDEPENDENCE,39.0673027038574,-94.42578125,64055
1041,3208  S NORTON AVE,"AVERY HEATING & COOLING, LLC",Heating &/Or Cooling Contractor,INDEPENDENCE,39.0629768371582,-94.43991088867192,64052
1042,3545  S LESLIE AVE,AAA TROPHIES,Trophy Sales/Retail/Engraving,INDEPENDENCE,39.0547103881836,-94.40625,64055
1043,122  W 31ST ST,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.0650177001953,-94.41895294189449,64055
1044,2341  S WOODLAND AVE,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.078651428222706,-94.4343490600586,64050
1045,4300  S WASHINGTON AVE,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.0429725646973,-94.4213485717773,64055
1046,3909  S CHRISTOPHER CIR,AWA INSPECTIONS,Inspection Services,INDEPENDENCE,39.0483169555664,-94.39989471435551,64055
1047,11304  E 35TH ST S,B & C TOWING,Tow Service-Office Only/No Park/No Emply,INDEPENDENCE,39.058769226074205,-94.4453277587891,64052
1048,3812  S CRANE ST,B & R VENDING,Vending Company,INDEPENDENCE,39.0510406494141,-94.4038314819336,64055
1049,3600  S NOLAND RD  G,BACKSTREET SALON,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.055244445800795,-94.41537475585942,64055
1050,4140  S NOLAND RD,BANDANA'S BAR-B-Q,Restaurant,INDEPENDENCE,39.045005798339794,-94.4157028198242,64055
1051,4610  S NOLAND RD,BANK OF THE WEST,Bank,INDEPENDENCE,39.0372734069824,-94.41785430908199,64055
