,AccountNumber,AccountStatus,AccountStatusDescription,Address,BusinessDescription,BusinessName,City,CouncilDistrict,Date,EffectiveDate,EmployeeRange,HomeBasedBusiness,latitude,longitude,NumberOfEmployees,SIC,StartDate,State,Status,ZIPcode
1207,3526,AC,Active Status,11321  E US 40 HWY,Key/Lock Sales &/Or Service,ACE LOCK & KEY SERVICE,INDEPENDENCE,4,2012-05-09,4/30/2017,0-10,YES,39.0478515625,-94.4450988769531,3,7699,1/13/1975,MO,RENEWAL,64055
1209,39862,AC,Active Status,3517  S NOLAND RD,Loans-Short Term,ADVANCE AMERICA CASH ADV CNTR OF MO,INDEPENDENCE,4,2012-12-18,12/31/2016,0-10,NO,39.0562477111816,-94.4139938354492,0,6099,12/10/1998,MO,RENEWAL,64055
1210,39670,AC,Active Status,3750  S NOLAND RD,Auto Parts-Retail Sales,ADVANCE AUTO PARTS #5233,INDEPENDENCE,4,2012-11-27,11/30/2016,0-10,NO,39.0519790649414,-94.4157562255859,0,5531,11/1/1998,MO,RENEWAL,64055
1211,87985,AC,Active Status,2323  S STERLING AVE,Auto Accessories-Retail/Installation,ADVANCE AUTO PARTS #7155,INDEPENDENCE,4,2012-08-23,8/31/2016,0-10,NO,39.079044342041,-94.445686340332,0,5531A,8/27/2012,MO,NEW,64052
1212,40755,AC,Active Status,2912  S FOREST AVE,Auto/Truck/Mtrcycle Mobile Rpr/Maint,ADVANCE DENT REPAIR,INDEPENDENCE,4,2012-05-29,5/31/2017,0-10,YES,39.0677528381348,-94.4371566772461,0,7538EB,5/1/1999,MO,RENEWAL,64052
1213,30041,AC,Active Status,4603  S NORFLEET RD,Recording Services/Studio,AIR DIGITAL STUDIO,INDEPENDENCE,4,2013-03-05,1/31/2017,0-10,NO,39.0380325317383,-94.4291000366211,1,7389O,1/1/1995,MO,RENEWAL,64055
1214,30041,AC,Active Status,4603  S NORFLEET RD,Recording Services/Studio,AIR DIGITAL STUDIO,INDEPENDENCE,4,2013-03-06,1/31/2017,0-10,NO,39.0380325317383,-94.4291000366211,1,7389O,1/1/1995,MO,RENEWAL,64055
1216,1446,AC,Active Status,11605  E 23RD ST S,Grocery Store,ALDI INC #61,INDEPENDENCE,4,2012-12-26,1/31/2017,0-10,NO,39.0795364379883,-94.4391326904297,0,5411A,3/31/1978,MO,RENEWAL,64052
1217,26158,AC,Active Status,14400  E 40TH ST S,Tree Service,ALFA AND OMEGA TREE SERVICE,INDEPENDENCE,4,2012-10-30,10/31/2016,0-10,YES,39.048282623291,-94.4096221923828,0,0783,10/12/1993,MO,RENEWAL,64055
1218,59047,AC,Active Status,623  W CHARLES ST,Tree Service,AMAZIN TREE SERVICE,INDEPENDENCE,4,2013-03-18,1/31/2017,0-10,YES,39.074764251709,-94.4246597290039,0,0783,1/15/2004,MO,RENEWAL,64055
1219,70980,AC,Active Status,3609  S NOLAND RD,Loans-Short Term,AMERICAN PAYDAY LOANS,INDEPENDENCE,4,2012-08-31,8/31/2016,0-10,NO,39.0549125671387,-94.4142913818359,0,6099,9/4/2007,MO,RENEWAL,64055
1220,3328,AC,Active Status,9910  E US 40 HWY,Tire Sales &/Or Service,AMERICAN QUALITY TIRE CO INC,INDEPENDENCE,4,2012-04-20,4/30/2017,0-10,NO,39.0559616088867,-94.4615783691406,0,5531BA,5/1/1983,MO,RENEWAL,64055
1221,28192,AC,Active Status,12911  E 36TH TERR S,Brokers-Business Services,"AMVEST FINANCIAL GROUP, INC.",INDEPENDENCE,4,2012-04-11,4/30/2017,0-10,NO,39.054386138916,-94.4264297485352,0,7389N,4/1/1993,MO,RENEWAL,64055
1222,22499,AC,Active Status,106  W 31ST ST,Industrial Machinery/Equip Serv-Whsl,"ANCHOR SALES & SERVICE CO, INC",INDEPENDENCE,4,2012-10-24,10/31/2016,0-10,NO,39.0649604797363,-94.4167251586914,0,5084,8/3/1992,MO,RENEWAL,64055
1223,8392,AC,Active Status,2704  S GLENWOOD AVE,Wildlife Trapping,ANIMAL DAMAGE CONTROL/TRAPPER JON,INDEPENDENCE,4,2012-05-01,4/30/2017,0-10,YES,39.073543548584,-94.4689712524414,0,0971,5/22/1991,MO,RENEWAL,64052
1224,62238,AC,Active Status,2302  S CRYSLER AVE,Pet Services &/Or Products,ANIMALS BEST FRIENDS,INDEPENDENCE,4,2013-02-27,2/28/2017,0-10,NO,39.0792427062988,-94.4326248168945,0,0752,2/3/2005,MO,RENEWAL,64050
1225,39236,AC,Active Status,10006  E US 40 HWY,Auto Transmission Repair,"APOLLO TRANSMISSION SERVICE, INC.",INDEPENDENCE,4,2012-11-26,9/30/2016,0-10,NO,39.0557746887207,-94.4605178833008,0,7537,9/10/1998,MO,RENEWAL,64055
1226,73798,AC,Active Status,2341  S WOODLAND AVE,Student Transport/School Bus Service,APPLE BUS COMPANY,INDEPENDENCE,4,2012-06-22,6/30/2017,0-10,NO,39.0786514282227,-94.4343490600586,0,4151,7/1/2008,MO,RENEWAL,64050
1227,21527,AC,Active Status,4515  S NOLAND RD,Restaurant,ARBY'S ROAST BEEF RESTAURANT #5827,INDEPENDENCE,4,2012-08-27,8/31/2016,0-10,NO,39.038631439209,-94.4148178100586,0,5812,6/1/1992,MO,RENEWAL,64055
1228,61934,AC,Active Status,10426  E SHELEY RD,Handyman Services,AROUND YOUR HOUSE,INDEPENDENCE,4,2013-01-02,12/31/2016,0-10,YES,39.06201171875,-94.4543991088867,0,1521C,12/20/2004,MO,RENEWAL,64052
1229,66023,AC,Active Status,15503  E 43RD TERR S,Door Service/Installation,ARROWHEAD DOOR CO.,INDEPENDENCE,4,2012-03-21,3/31/2017,0-10,YES,39.041446685791,-94.3976058959961,0,5211B,3/30/2006,MO,RENEWAL,64055
1230,66023,AC,Active Status,15503  E 43RD TERR S,Door Service/Installation,ARROWHEAD DOOR CO.,INDEPENDENCE,4,2013-03-05,3/31/2017,0-10,YES,39.041446685791,-94.3976058959961,0,5211B,3/30/2006,MO,RENEWAL,64055
1232,88181,AC,Active Status,4340  S NOLAND RD,Bank,ARVEST BANK,INDEPENDENCE,4,2012-09-17,9/30/2016,0-10,NO,39.0408821105957,-94.416015625,0,6011,6/25/2012,MO,NEW,64055
1233,66504,AC,Active Status,517  S LACY RD  GAR,Construction Materials,ASPHALT WIZARDS,INDEPENDENCE,4,2012-04-09,4/30/2017,0-10,NO,39.1008186340332,-94.3844985961914,0,5031,4/28/2005,MO,RENEWAL,64050
1236,36107,AC,Active Status,1550  S NOLAND RD,Auto Parts-Retail Sales,AUTOZONE #2376,INDEPENDENCE,4,2012-08-13,8/31/2016,0-10,NO,39.0726737976074,-94.4145736694336,0,5531,8/9/1997,MO,RENEWAL,64055
1237,30467,AC,Active Status,9601  E US 40 HWY,Mobile Home Park,AUTUMN FALLS,INDEPENDENCE,4,2012-05-21,3/31/2017,0-10,NO,39.0565147399902,-94.4653778076172,0,6515,3/15/1995,MO,RENEWAL,64055
1238,75738,AC,Active Status,5433  S COACHMAN AVE,Audio &/Or Video Dup/Production,AVDA CORPORATION,INDEPENDENCE,4,2012-12-21,12/31/2016,0-10,YES,39.0673027038574,-94.42578125,0,3652,12/2/1988,MO,RENEWAL,64055
1239,81427,AC,Active Status,3208  S NORTON AVE,Heating &/Or Cooling Contractor,"AVERY HEATING & COOLING, LLC",INDEPENDENCE,4,2012-09-26,9/30/2016,0-10,YES,39.0629768371582,-94.4399108886719,1,1711,9/1/2010,MO,RENEWAL,64052
1240,3686,AC,Active Status,3545  S LESLIE AVE,Trophy Sales/Retail/Engraving,AAA TROPHIES,INDEPENDENCE,4,2012-04-13,4/30/2017,0-10,YES,39.0547103881836,-94.40625,0,5999M,8/18/1983,MO,RENEWAL,64055
1243,75319,AC,Active Status,122  W 31ST ST,Communication Relay Tower/Signal Service,AT&T MOBILITY,INDEPENDENCE,4,2012-05-16,5/31/2017,0-10,NO,39.0650177001953,-94.4189529418945,0,8999A,5/1/2008,MO,RENEWAL,64055
1244,75326,AC,Active Status,2341  S WOODLAND AVE,Communication Relay Tower/Signal Service,AT&T MOBILITY,INDEPENDENCE,4,2012-05-16,5/31/2017,0-10,NO,39.0786514282227,-94.4343490600586,0,8999A,5/1/2008,MO,RENEWAL,64050
1245,75327,AC,Active Status,4300  S WASHINGTON AVE,Communication Relay Tower/Signal Service,AT&T MOBILITY,INDEPENDENCE,4,2012-05-16,5/31/2017,0-10,NO,39.0429725646973,-94.4213485717773,0,8999A,5/1/2008,MO,RENEWAL,64055
1246,89298,AC,Active Status,3909  S CHRISTOPHER CIR,Inspection Services,AWA INSPECTIONS,INDEPENDENCE,4,2013-01-31,1/31/2017,0-10,YES,39.0483169555664,-94.3998947143555,1,1521D,1/23/2013,MO,NEW,64055
1247,70916,AC,Active Status,11304  E 35TH ST S,Tow Service-Office Only/No Park/No Emply,B & C TOWING,INDEPENDENCE,4,2012-08-31,8/31/2016,0-10,YES,39.0587692260742,-94.4453277587891,2,7549F,8/25/2007,MO,RENEWAL,64052
1249,49135,AC,Active Status,3812  S CRANE ST,Vending Company,B & R VENDING,INDEPENDENCE,4,2013-02-22,2/28/2017,0-10,YES,39.0510406494141,-94.4038314819336,0,5962,2/23/2001,MO,RENEWAL,64055
1250,8590,AC,Active Status,3600  S NOLAND RD  G,Hair/Nail Salon (Business Owner),BACKSTREET SALON,INDEPENDENCE,4,2012-10-31,10/31/2016,0-10,NO,39.0552444458008,-94.4153747558594,0,7231,10/28/1991,MO,RENEWAL,64055
1251,68870,AC,Active Status,4140  S NOLAND RD,Restaurant,BANDANA'S BAR-B-Q,INDEPENDENCE,4,2013-03-14,3/31/2017,0-10,NO,39.0450057983398,-94.4157028198242,0,5812,3/1/2007,MO,RENEWAL,64055
1252,66072,AC,Active Status,4610  S NOLAND RD,Bank,BANK OF THE WEST,INDEPENDENCE,4,2012-04-23,3/31/2017,0-10,NO,39.0372734069824,-94.417854309082,0,6011,3/1/2006,MO,RENEWAL,64055
1253,66072,AC,Active Status,4610  S NOLAND RD,Bank,BANK OF THE WEST,INDEPENDENCE,4,2013-03-18,3/31/2017,0-10,NO,39.0372734069824,-94.417854309082,0,6011,3/1/2006,MO,RENEWAL,64055
1254,63079,AC,Active Status,4315  S NOLAND RD,Bank,BANK LIBERTY,INDEPENDENCE,4,2012-05-22,5/31/2017,0-10,NO,39.0417938232422,-94.4148941040039,0,6011,5/11/2005,MO,RENEWAL,64055
1255,43458,AC,Active Status,4041  S LYNN COURT DR,Bank,BANK OF AMERICA,INDEPENDENCE,4,2012-04-03,1/31/2017,0-10,NO,39.0484466552734,-94.41650390625,0,6011,1/1/2000,MO,RENEWAL,64055
1257,65783,AC,Active Status,19110  E 39TH ST S,Electronic Sales/Serv/Install,BEST BUY STORES L.P.#36,INDEPENDENCE,4,2012-12-28,12/31/2016,0-10,NO,39.0372085571289,-94.4119720458984,0,5731,12/9/1994,MO,RENEWAL,64055
1258,78396,AC,Active Status,4201  S NOLAND RD  M,General Merchandise Retail,BIG LOTS #5096,INDEPENDENCE,4,2012-11-20,11/30/2016,0-10,NO,39.043586730957,-94.4125289916992,0,5399,11/14/2009,MO,RENEWAL,64055
1259,3053,AC,Active Status,10825  E 23RD ST S,Sewer/Drain/Pipe Cleaning,BILL'S DRAIN CLEANING SERVICE,INDEPENDENCE,4,2012-04-23,4/30/2017,0-10,NO,39.0800170898438,-94.4495315551758,0,7699H,1/1/1976,MO,RENEWAL,64052
1263,75686,AC,Active Status,3300  S BLUE RIDGE CUT OFF   A,Laundromat,BLUE RIDGE LAUNDRY LLC,INDEPENDENCE,4,2013-01-02,12/8/2016,0-10,NO,39.0630378723145,-94.4708099365234,1,7215,12/8/2008,MO,RENEWAL,64055
1264,40742,AC,Active Status,9012  E US 40 HWY,Plumbing Contractor,BOSS MECHANICAL,INDEPENDENCE,4,2013-03-15,3/31/2017,0-10,NO,39.0616874694824,-94.4743728637695,0,1711A,3/1/1999,MO,RENEWAL,64055
1265,85080,AC,Active Status,15504  E 37TH ST S,Lawn/Landscape/Tree Services,BROADSTRIPE LAWN,INDEPENDENCE,4,2012-10-17,10/31/2016,0-10,YES,39.0533180236816,-94.3971557617188,0,0782B,10/31/2011,MO,RENEWAL,64055
1266,50365,AC,Active Status,4409  S NOLAND RD   B,Vitamin/Nutritional/Oils-Sales,BRONSON CHIROPRACTIC CLINIC P.C.,INDEPENDENCE,4,2012-06-18,6/30/2017,0-10,NO,39.040153503418,-94.4147491455078,0,5499G,3/7/1981,MO,RENEWAL,64055
1267,42258,AC,Active Status,9900  E US 40 HWY,Hotel/Motel,BUDGET MOTOR INN,INDEPENDENCE,4,2012-09-24,9/30/2016,0-10,NO,39.0567741394043,-94.4625091552734,0,7011,9/7/1999,MO,RENEWAL,64055
1268,61334,AC,Active Status,14001  E 42ND ST S,Restaurant,BURGER KING,INDEPENDENCE,4,2012-10-26,10/31/2016,0-10,NO,39.0443878173828,-94.4148025512695,0,5812,10/1/2004,MO,RENEWAL,64055
1269,32968,AC,Active Status,3501  S STERLING AVE  G,Engineer/Surveyor/Architect,BYAM ENGINEERING DESIGN GROUP,INDEPENDENCE,4,2012-05-01,4/30/2017,0-10,NO,39.0582733154297,-94.4466934204102,0,8711,4/30/1996,MO,RENEWAL,64052
1274,61117,AC,Active Status,3704  S DRUMM AVE,Representative-Sales/Cust Serv/Mfg,CALVIN'S CLASSIC PLANS,INDEPENDENCE,4,2012-10-04,9/30/2016,0-10,YES,39.0529136657715,-94.4030075073242,0,5999CB,9/10/2004,MO,RENEWAL,64055
1275,75611,AC,Active Status,4010  S LYNN COURT DR S,Personal Health Care Services,CANCER ACTION BRANCH OFFICE,INDEPENDENCE,4,2012-10-15,10/31/2016,0-10,NO,39.0432777404785,-94.4330825805664,0,8099,10/15/1997,MO,RENEWAL,64055
1276,5751,AC,Active Status,13900  E 35TH ST S,Salvage General Merchandise-NO VEHICLES,CARGO LARGO,INDEPENDENCE,4,2012-05-01,4/30/2017,0-10,NO,39.058032989502,-94.4168243408203,0,5399H,9/9/1985,MO,RENEWAL,64055
1277,31184,AC,Active Status,13720  E US 40 HWY   M-N,Clothing - Retail Sales,"CATHERINES #5218, INC.",INDEPENDENCE,4,2012-09-05,8/31/2016,0-10,NO,39.0373077392578,-94.4170608520508,6,5651,8/7/1995,MO,RENEWAL,64055
1278,43085,AC,Active Status,4478  S NOLAND RD,Tanning Salon,CELSIUS TANNERY,INDEPENDENCE,4,2013-01-18,1/31/2017,0-10,NO,39.0407409667969,-94.4168853759766,6,7299A,1/15/2000,MO,RENEWAL,64055
1279,63342,AC,Active Status,10801  E 23RD ST S,Bank,CENTRAL BANK OF THE MIDWEST,INDEPENDENCE,4,2012-04-02,4/30/2017,0-10,NO,39.0800476074219,-94.4504623413086,0,6011,4/1/2005,MO,RENEWAL,64052
1280,3711,AC,Active Status,820  W 23RD ST,Auto Transmission Repair,CERTIFIED TRANSMISSION,INDEPENDENCE,4,2012-04-23,4/30/2017,0-10,NO,39.0799255371094,-94.4263229370117,0,7537,5/1/1986,MO,RENEWAL,64050
1281,85478,AC,Active Status,12521  E US 40 HWY  D,Used Merchandise Sales,CHARITY THRIFT MART,INDEPENDENCE,4,2012-11-15,11/30/2016,0-10,NO,39.0413246154785,-94.4327545166016,0,5932,11/15/2011,MO,RENEWAL,64055
1282,41685,AC,Active Status,13700  E US 40 HWY   B,Loans-Short Term,CHECK 'N GO,INDEPENDENCE,4,2012-08-14,8/31/2016,0-10,NO,39.0370597839355,-94.4191741943359,0,6099,8/16/1999,MO,RENEWAL,64055
1283,26791,AC,Active Status,14506  E 39TH ST S,Child Care Center,CHRIST EARLY LEARNING CENTER,INDEPENDENCE,4,2013-02-11,2/28/2017,0-10,NO,39.0505294799805,-94.4079666137695,0,8351,2/7/1994,MO,RENEWAL,64055
1284,68651,AC,Active Status,12003  E US 40 HWY,Restaurant,CHURCH'S CHICKEN,INDEPENDENCE,4,2013-02-12,1/31/2017,0-10,NO,39.0429153442383,-94.4349517822266,0,5812,1/15/2007,MO,RENEWAL,64055
1285,8372,AC,Active Status,13208  E US 40 HWY  A,Trucks-New Sales & Accessories,CHUX TRUX INC,INDEPENDENCE,4,2012-04-05,4/30/2017,0-10,NO,39.036434173584,-94.4236755371094,0,5521B,5/15/1991,MO,RENEWAL,64055
1286,58841,AC,Active Status,3600  S NOLAND RD   G,Hair Stylist (Space Rental),CINDY L HARRIS,INDEPENDENCE,4,2013-01-29,1/31/2017,0-10,NO,39.0552444458008,-94.4153747558594,0,7231A,1/2/2004,MO,RENEWAL,64055
1287,68355,AC,Active Status,13665  E 42ND TERR S C,Building Materials/Lumber-Retail,CITY ELECTRIC SUPPLY,INDEPENDENCE,4,2013-01-10,12/31/2016,0-10,NO,39.0435104370117,-94.4192810058594,0,5211,12/15/2006,MO,RENEWAL,64055
1288,24320,AC,Active Status,4099  S QUEEN RIDGE DR,Delivery/Courier Service,CLAY CARRIER INC,INDEPENDENCE,4,2012-05-02,4/30/2017,0-10,YES,39.0464324951172,-94.3892211914063,0,4215,4/5/1993,MO,RENEWAL,64055
1289,75032,AC,Active Status,2420  S VERMONT AVE,Health Products/Supplements/Food,CLUB WELLNESS INTERNATIONAL LT,INDEPENDENCE,4,2012-10-31,10/31/2016,0-10,YES,39.0760498046875,-94.4431381225586,0,5499,10/1/2008,MO,RENEWAL,64052
1290,80165,AC,Active Status,3905  S STONEWALL AVE,Child Care - 4 Or Less,COLLEEN MCCONNELL,INDEPENDENCE,4,2012-05-25,5/1/2017,0-10,NO,39.0488395690918,-94.395637512207,1,8351Q,5/1/2008,MO,RENEWAL,64055
1291,77141,AC,Active Status,13008  E 38TH ST S,Crafts/Novelties Mfg & Sales,COLORWEAVES BY JANIS,INDEPENDENCE,4,2012-05-22,5/31/2017,0-10,YES,39.0524253845215,-94.4245529174805,0,3999,12/1/2005,MO,RENEWAL,64055
1292,41078,AC,Active Status,4323  S WASHINGTON AVE,Auto Paint & Supply,COLORVISION CORP,INDEPENDENCE,4,2012-06-04,5/31/2017,0-10,NO,39.0414733886719,-94.4203262329102,0,5531L,5/12/1999,MO,RENEWAL,64055
1293,532,AC,Active Status,15608  E 44TH TERR S,Computer Consulting/Training,COMPUTERS UNLIMITED,INDEPENDENCE,4,2012-04-17,4/30/2017,0-10,YES,39.0402374267578,-94.3962249755859,1,7379,9/28/1982,MO,RENEWAL,64055
1294,50033,AC,Active Status,3501  S STERLING AVE   D,Vitamin/Nutritional/Oils-Sales,"CONNIE E ANDERSON, D.C.",INDEPENDENCE,4,2012-05-02,5/31/2017,0-10,NO,39.0582733154297,-94.4466934204102,0,5499G,1/1/1980,MO,RENEWAL,64052
1295,5312,AC,Active Status,4212  S HOCKER DR  150,Business Forms,CONTROL PRINTING GROUP INC,INDEPENDENCE,4,2012-05-02,4/30/2017,0-10,NO,39.0432243347168,-94.4103164672852,0,2761,2/1/1984,MO,RENEWAL,64055
1297,84555,AC,Active Status,920  W 27TH ST,Entertainers/Supplies,COOL BREEZE,INDEPENDENCE,4,2012-12-28,1/31/2017,0-10,YES,39.0719223022461,-94.4262313842773,0,7929,1/1/2011,MO,RENEWAL,64052
1298,80535,AC,Active Status,10735  E US 40 HWY,Amusement Center,COOL CREST,INDEPENDENCE,4,2012-04-17,4/30/2017,0-10,NO,39.0517196655273,-94.4534759521484,0,7993,4/15/2010,MO,RENEWAL,64055
1299,38449,AC,Active Status,3517  S ADAMS AVE,Employment/Personnel Service,"CORPORATE & PRIVATE SCREENING, LLC",INDEPENDENCE,4,2012-05-14,5/31/2017,0-10,YES,39.0555267333984,-94.4001998901367,0,7361,5/28/1998,MO,RENEWAL,64055
1300,28318,AC,Active Status,4110  S LEES SUMMIT RD,Restaurant,CRACKER BARREL,INDEPENDENCE,4,2012-08-28,8/31/2016,0-10,NO,39.0437660217285,-94.3885955810547,0,5812,8/1/1994,MO,RENEWAL,64055
1301,5177,AC,Active Status,3500  S CLAREMONT AVE,Piano Tuning/Repair,CRAIG BROUGHER,INDEPENDENCE,4,2012-04-11,4/30/2017,0-10,YES,39.0582656860352,-94.4460830688477,0,7699N,11/8/1979,MO,RENEWAL,64052
1302,7808,AC,Active Status,4525  S UNION AVE,Hair/Nail Salon (Business Owner),CREATIVE HAIR CARE,INDEPENDENCE,4,2012-04-09,4/30/2017,0-10,NO,39.0380439758301,-94.4268493652344,0,7231,2/5/1990,MO,RENEWAL,64055
1303,66509,AC,Active Status,3708  S MCCOY ST,General Contractor,CROOKHAM CONSTRUCTION,INDEPENDENCE,4,2012-05-30,5/31/2017,0-10,YES,39.0538215637207,-94.425048828125,0,1521B,5/16/2006,MO,RENEWAL,64055
1304,73511,AC,Active Status,12939  E US 40 HWY,Car Wash,CROWN WASH,INDEPENDENCE,4,2012-05-03,5/31/2017,0-10,NO,39.0378074645996,-94.4284744262695,0,7542,5/12/2008,MO,RENEWAL,64055
1305,334,AC,Active Status,12760  E US 40 HWY,Engineer/Surveyor/Architect,"CUSTOM ENGINEERING, INC.",INDEPENDENCE,4,2012-04-02,4/30/2017,11-25,NO,39.053539276123,-94.4582901000977,21,8711,1/1/1976,MO,RENEWAL,64055
1306,63440,AC,Active Status,11315  E US 40 HWY   D,Bed/Waterbed Sales,CUSTOM SLEEP CENTER,INDEPENDENCE,4,2013-03-15,6/30/2012,0-10,NO,39.0479698181152,-94.4456100463867,0,5712F,6/15/2005,MO,RENEWAL,64055
1307,88277,AC,Active Status,102  W 31ST ST,Auto Repair/Body Work,CABLE DAHMER BUICK GMC CADILLA,INDEPENDENCE,4,2012-09-25,9/30/2016,0-10,NO,39.0648765563965,-94.4155502319336,0,7538G,8/3/2012,MO,NEW,64055
1308,53164,AC,Active Status,2310  S HAWTHORNE AVE,Residential Remodel &/Or Repair,CAMPCO,INDEPENDENCE,4,2012-04-24,4/30/2017,0-10,YES,39.080509185791,-94.4611053466797,0,1521E,4/1/2002,MO,RENEWAL,64052
1311,69164,AC,Active Status,13714  E 42ND TERR S,Residential Remodel &/Or Repair,"CONTINENTAL SIDING SUPPLY, INC.",INDEPENDENCE,4,2012-04-27,4/30/2017,0-10,NO,39.0449333190918,-94.4183654785156,0,1521E,1/29/1992,MO,RENEWAL,64055
1312,54500,AC,Active Status,14624  E 36TH TERR S,Residential Rehab/Resale,CPR HOME CO.,INDEPENDENCE,4,2012-08-31,8/31/2016,0-10,YES,39.0544281005859,-94.4062271118164,1,6552A,8/12/2002,MO,RENEWAL,64055
1313,80486,AC,Active Status,10516  E 35TH TERR S,Electrical Contractor,CUSTOM EXPRESS RENOVATIONS,INDEPENDENCE,4,2012-09-20,9/30/2016,0-10,YES,39.0577545166016,-94.4546661376953,1,1731,9/15/2003,MO,RENEWAL,64052
1314,67940,AC,Active Status,3825  S NOLAND RD,Drug Store/Pharmacy,CVS/PHARMACY #8430,INDEPENDENCE,4,2012-11-14,11/30/2016,0-10,NO,39.0505523681641,-94.4145584106445,0,5912,11/6/2006,MO,RENEWAL,64055
1315,47894,AC,Active Status,10229  E US 40 HWY,Auto/Truck Sales/Used,D & D AUTO SALES,INDEPENDENCE,4,2012-10-11,10/31/2016,0-10,NO,39.053653717041,-94.4578323364258,0,5521,10/1/2000,MO,RENEWAL,64055
1316,48883,AC,Active Status,3333  S GATEWAY DR,Sporting Goods Repair/Assembly,"D G GIBBS ENTERPRISES, LLC",INDEPENDENCE,4,2013-02-06,2/28/2017,0-10,YES,39.0552597045898,-94.4255218505859,0,5941E,2/2/2001,MO,RENEWAL,64055
1317,78000,AC,Active Status,1217  W 36TH ST,Notary Servs-Mobile or Commerical Locatn,D LOVE MOBILE SIGNINGS,INDEPENDENCE,4,2012-10-17,9/30/2016,0-10,YES,39.055721282959,-94.4320831298828,0,7389A,9/1/2009,MO,RENEWAL,64055
1318,77500,AC,Active Status,3332  S EVANSTON AVE,Plumbing Contractor,DALE DELAMETER PLUMBING,INDEPENDENCE,4,2012-06-14,6/30/2017,0-10,YES,39.0622634887695,-94.465705871582,0,1711A,6/29/1975,MO,RENEWAL,64052
1319,74342,AC,Active Status,1215  W 26TH ST,Therapy/Massage w/P Commission Apprvl,DAVID TODDS MASSAGE,INDEPENDENCE,4,2012-08-08,8/31/2016,0-10,YES,39.0726776123047,-94.4312515258789,0,8049D,8/1/2008,MO,RENEWAL,64052
1320,7650,AC,Active Status,11712  E MARKHAM RD,Tools Marketing/Sales,DEAL ENGINEERING & MACHINERY,INDEPENDENCE,4,2012-03-30,4/30/2017,0-10,YES,39.0613555908203,-94.4381561279297,0,5251B,8/30/1989,MO,RENEWAL,64052
1321,78450,AC,Active Status,15410  E 36TH ST S,Alterations/Sewing/Custom Made Items,DEBBIE'S CREATIONS,INDEPENDENCE,4,2012-11-01,10/31/2016,0-10,YES,39.054817199707,-94.3976898193359,0,5699B,10/1/2001,MO,RENEWAL,64055
1324,78687,AC,Active Status,3939  S NOLAND RD,Restaurant,DENNY'S #8524,INDEPENDENCE,4,2012-11-09,11/30/2016,0-10,NO,39.0488471984863,-94.4145278930664,0,5812,11/5/2009,MO,RENEWAL,64055
1325,32346,AC,Active Status,15206  E 43RD PL,Gift Baskets/Balloon Gifts,DESIGNS EXTRAORDINAIRE,INDEPENDENCE,4,2012-03-21,3/31/2017,0-10,YES,39.0430068969727,-94.400993347168,0,5947U,3/25/1996,MO,RENEWAL,64055
1326,32346,AC,Active Status,15206  E 43RD PL,Gift Baskets/Balloon Gifts,DESIGNS EXTRAORDINAIRE,INDEPENDENCE,4,2013-03-10,3/31/2017,0-10,YES,39.0430068969727,-94.400993347168,0,5947U,3/25/1996,MO,RENEWAL,64055
1327,3272,AC,Active Status,9105  E US 40 HWY,Restaurant,DIXON'S CHILI PARLOR #3,INDEPENDENCE,4,2012-04-28,4/30/2017,11-25,NO,39.0592613220215,-94.4717636108398,19,5812,10/4/1985,MO,RENEWAL,64055
1328,76569,AC,Active Status,1107  W 27TH ST S,Crafts/Novelties Mfg & Sales,DOC'S MERCANTILE LTD,INDEPENDENCE,4,2012-04-23,3/31/2017,0-10,YES,39.071117401123,-94.4277114868164,0,3999,3/26/2009,MO,RENEWAL,64052
1330,73887,AC,Active Status,11511  E 23RD ST S,Barber Shop,DON'S BARBER SHOP,INDEPENDENCE,4,2012-05-18,4/30/2017,0-10,NO,39.079948425293,-94.4400787353516,0,7241,4/30/2008,MO,RENEWAL,64052
1332,57234,AC,Active Status,13011  E US 40 HWY,Hair/Nail Salon (Business Owner),DR HAIR & TAN LLC,INDEPENDENCE,4,2012-12-05,8/31/2016,0-10,NO,39.0362281799316,-94.4261093139648,0,7231,8/1/2003,MO,RENEWAL,64055
1333,3218,AC,Active Status,3300  S BLUE RIDGE CUT OFF   B/C,Residential Construction,"DYNAMIC SPECIALITIES, INC.",INDEPENDENCE,4,2012-05-01,4/30/2017,0-10,NO,39.0630378723145,-94.4708099365234,0,1521,3/5/1981,MO,RENEWAL,64055
1334,82422,AC,Active Status,3609  S NORWOOD AVE,Trucking Co-In Home Office Only,DAT TRUCKING LLC,INDEPENDENCE,4,2012-12-30,12/26/2016,0-10,YES,39.0565185546875,-94.4421234130859,1,8721B,3/25/2010,MO,RENEWAL,64052
1335,65104,AC,Active Status,10730  E US 40 HWY,Tire Sales &/Or Service,DUB EMPIRE,INDEPENDENCE,4,2012-12-31,12/31/2016,0-10,NO,39.0523262023926,-94.4525527954102,2,5531BA,2/1/2006,MO,RENEWAL,64055
1336,6330,AC,Active Status,3805  S PHELPS RD,Roofing And/Or Guttering,E & G ROOFING,INDEPENDENCE,4,2012-04-16,4/30/2017,0-10,YES,39.0764274597168,-94.4223785400391,0,1761,8/15/1984,MO,RENEWAL,64055
