PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,FISCAL_YEAR,OBJECTID
PO562374,DEPARTMENT OF ENERGY AND ENVIRONMENT,GEOGRAPHIC INFORMATION SYSTEMS (GIS),9975,2017-05-03T00:00:00.000Z,Stamen Design LLC,2017,368397
PO560381,DEPARTMENT OF PARKS AND RECREATION,9984400:Food,59.6,2017-03-20T00:00:00.000Z,AdBox Promo Agency,2017,368398
PO559123,DEPARTMENT OF PARKS AND RECREATION,"6153378:TRAYS, POST-IT NOTES, DESKTOP, PLASTIC",170,2017-02-17T00:00:00.000Z,"STAR OFFICE PRODUCTS, INC",2017,368399
PO560835-V2,DEPARTMENT OF HEALTH,9675700:Pharmaceutical Products (Incl. Drugs and Medicines),25000,2017-04-07T00:00:00.000Z,"GRUBBS PHARMACY OF DC, INC.",2017,368400
PO552808-V5,DEPARTMENT ON DISABILITY SERVICES,"9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",4195.89,2017-02-24T00:00:00.000Z,FESCUM INC,2017,368401
PO558954,DEPARTMENT OF FORENSICS SCIENCES,"1755484:TOOLS, LABORATORY, MISC.",31297.43,2017-02-14T00:00:00.000Z,"STAR OFFICE PRODUCTS, INC",2017,368402
PO559467,DEPARTMENT OF HUMAN SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,2667,2017-02-27T00:00:00.000Z,"ECONOMIC MOBILITY PATHWAYS, IN",2017,368403
PO563533,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MANUALS, TRAINING, TECHNICAL EDUCATIONAL PUBLICATIONS",41.99,2017-05-31T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,368404
PO561006,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PROCESSING SERVICES, BREAKFAST FOOD",104.2,2017-03-31T00:00:00.000Z,"SODEXHOMAGIC, LLC",2017,368405
PO553050-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,231746.04,2017-02-28T00:00:00.000Z,"THE TRIAGE GROUP, LLC",2017,368406
PO561291,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"5454358:PARTS, SKF METAL LATHE (SKF OR EQUAL)",449.99,2017-04-07T00:00:00.000Z,"SCHAEFER-FRIEDMAN, LLC",2017,368407
PO563083,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9621600:Bus Transportation Services, School",540,2017-05-19T00:00:00.000Z,BATTLE'S TRANSPORTATION,2017,368408
PO562308,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247400:Special Education,29.5,2017-05-02T00:00:00.000Z,AUDIOLOGY SYSTEMS INC,2017,368409
PO563786,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2009280:SHIRTS, WORK, MEN'S OR WOMEN'S, SHORT SLEEVE",314.55,2017-06-05T00:00:00.000Z,DC SHIRT & PRINT CO,2017,368410
PO561339,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"9612800:Economic Development, Domestic and Foreign",50000,2017-04-10T00:00:00.000Z,"BODEGA, INCORPORATED",2017,368411
PO560464,DEPARTMENT OF ENERGY AND ENVIRONMENT,"6500615:CHAIRS, OUTDOOR, ARM, SEAT W/BACK, CAST IRON FRAME W/WALNUT WOOD SLATS",4131.25,2017-03-21T00:00:00.000Z,SMICKS INC T/A AAA PARTY RENTA,2017,368412
PO558629,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",69.24,2017-02-07T00:00:00.000Z,LASER ART INC,2017,368413
PO559125,STATE SUPERINTENDENT OF EDUCATION (OSSE),9525900:Human Services (Not Otherwise Classified),100000,2017-02-17T00:00:00.000Z,NATIONAL SPEECH/LANGUAGE,2017,368414
PO556474-V2,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),1200,2017-04-27T00:00:00.000Z,"Westlink Career Institute, LLC",2017,368415
PO561563,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,40.5,2017-04-14T00:00:00.000Z,SUPERIOR COURT OF DC,2017,368416
PO562743,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,450,2017-05-11T00:00:00.000Z,Giarc Consulting. LLC,2017,368417
PO552591-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,75,2017-01-12T00:00:00.000Z,NEAL R GROSS & CO INC,2017,368418
PO562627,DEPARTMENT OF PARKS AND RECREATION,"8055135:GAMES, PLAYGROUND",1474.48,2017-05-09T00:00:00.000Z,The Hamilton Group,2017,368419
PO563014,DEPARTMENT OF HEALTH CARE FINANCE,9484800:Health Care Services (Not Otherwise Classified),123611,2017-05-18T00:00:00.000Z,"Huron Consulting Group, Inc.",2017,368420
PO554398-V2,DEPARTMENT OF HUMAN SERVICES,9529500:Youth Care Services,138900,2017-01-30T00:00:00.000Z,The Institute for Emotional Regulation LLC.,2017,368421
PO559132,CHILD AND FAMILY SERVICES,"2077242:CARTRIDGE KITS, REFILLABLE, SNAP AND SAVE STARTER KIT, FOR HEWLETT PACKARD PRINTERS (KIT INCLUDES ONE CARTRIDGE PRINTHEAD AND TWO INK RESERVOIRS PER COLOR)",2070,2017-02-17T00:00:00.000Z,"HI-TECH SOLUTION, INC.",2017,368422
PO559014,DEPARTMENT OF HEALTH,"Shredding Services, Computer Components and Peripherals",3000,2017-02-15T00:00:00.000Z,"Shred Ace, Inc.",2017,368423
PO555000-V3,DEPARTMENT ON DISABILITY SERVICES,9529300:Try-out Employment,10000,2017-04-26T00:00:00.000Z,SEEC,2017,368424
PO563251,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",1000,2017-05-24T00:00:00.000Z,Paige International,2017,368425
PO557236,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",8703.5,2017-01-04T00:00:00.000Z,GRAYBAR ELECTRIC CO INC,2017,368426
PO553117-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,127056.6,2017-02-14T00:00:00.000Z,MIDTOWN PERSONNEL INC,2017,368427
PO557858,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"4450617:BIT AND TAP SETS, DRILL",39.95,2017-01-19T00:00:00.000Z,"SCHAEFER-FRIEDMAN, LLC",2017,368428
PO557839-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Training, Non-State Employees",5140,2017-03-23T00:00:00.000Z,SCHOOLTALK INC,2017,368429
PO557862,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",3000,2017-01-19T00:00:00.000Z,STEP AFRIKA] USA INC,2017,368430
PO558574,DC PUBLIC LIBRARY,REAL ESTATE BROKERAGE SERVICES,25000,2017-02-06T00:00:00.000Z,Lynch Development Advisors LLC,2017,368431
PO560152,DEPARTMENT OF TRANSPORTATION,"IMPROVEMENTS, ROAD AND INTERSECTION",290000,2017-03-15T00:00:00.000Z,CAPITOL PAVING OF DC INC,2017,368432
PO559123,DEPARTMENT OF PARKS AND RECREATION,"6150964:BINDER, LOOSE LEAF, 3 RING, SLANT D RING, VINYL, SHEET LIFTERS",25.5,2017-02-17T00:00:00.000Z,"STAR OFFICE PRODUCTS, INC",2017,368433
PO559333-V2,DEPARTMENT OF HUMAN SERVICES,9525500:Homelessness Prevention Services,50833.33,2017-05-09T00:00:00.000Z,THE COMMUNITY PARTNERSHIP\HOME,2017,368434
PO559490-V4,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",10470.4,2017-05-24T00:00:00.000Z,SAIC_1,2017,368435
PO559490-V4,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",416.91,2017-05-24T00:00:00.000Z,SAIC_1,2017,368436
PO560602,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SNACKS, COMBINATION",240.03,2017-03-23T00:00:00.000Z,"SODEXHOMAGIC, LLC",2017,368437
PO560468,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MAINTENANCE SERVICES, WEBSITE",2480,2017-03-21T00:00:00.000Z,"CAPSTONE PRESS, INC",2017,368438
PO559032,DEPARTMENT OF ENERGY AND ENVIRONMENT,"6003850:COPIERS, COLOR, NEW",816.9,2017-02-16T00:00:00.000Z,XEROX CORPORATION,2017,368439
PO552561-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,750,2017-01-12T00:00:00.000Z,NEAL R GROSS & CO INC,2017,368440
PO560467,DEPARTMENT OF TRANSPORTATION,"9201850:LICENSE, COMPUTER-AIDED DESIGN SOFTWARE",15000,2017-03-21T00:00:00.000Z,"Transcend Spatial Solutions, LLC",2017,368441
PO562083-V2,DEPARTMENT OF PARKS AND RECREATION,Professional Services w/receipts (not 1099),11550,2017-06-01T00:00:00.000Z,GREAT AMERICAN CORP,2017,368442
PO554474-V3,DEPARTMENT OF HEALTH,ADMINISTRATIVE/MANAGEMENT,26280.8,2017-04-20T00:00:00.000Z,Ross Professional Services,2017,368443
PO559335,DEPARTMENT OF MOTOR VEHICLES,"6006172:TONER, FACSIMILE MACHINE",3500,2017-02-23T00:00:00.000Z,Capital Services and Supplies,2017,368444
PO560697,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,3934331:NUTRITIONAL SNACK BARS,285.75,2017-03-24T00:00:00.000Z,"SODEXHOMAGIC, LLC",2017,368445
PO558163,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,MARKETING SERVICES,1056,2017-01-26T00:00:00.000Z,Michael Marshall Architecture,2017,368446
PO559285,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ACCESSORIES AND SUPPLIES, CONVEYORS",95,2017-02-22T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,368447
PO560549,DEPARTMENT OF ENERGY AND ENVIRONMENT,"9188100:Natural Disasters (Fire, Flood, Wind, Quakes) Consulting",45000,2017-03-23T00:00:00.000Z,Vizonomy LLC,2017,368448
PO557533,OFFICE OF THE ATTORNEY GENERAL,"6153345:ORGANIZERS, DESK SUPPLIES",439.04,2017-01-11T00:00:00.000Z,ALS OFFICE PRODUCTS,2017,368449
PO563737,DEPARTMENT OF EMPLOYMENT SERVICES,"7007455:PARTS AND ACCESSORIES, BINDING AND PUNCH MACHINE",4760,2017-06-02T00:00:00.000Z,Whitaker Brothers Business Machines,2017,368450
PO554393-V2,DEPARTMENT OF EMPLOYMENT SERVICES,"9626034:DECORATING SERVICES FOR HOLIDAYS, PARTIES, OR EVENTS",0,2017-03-13T00:00:00.000Z,AdBox Promo Agency,2017,368451
PO558347-V3,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL/TRAINING,4200,2017-04-28T00:00:00.000Z,"Bradley & Associates, LLC",2017,368452
PO551471-V2,DEPARTMENT OF GENERAL SERVICES,ANALYSIS SERVICES,139156,2017-06-01T00:00:00.000Z,"AMA ANALYTICAL SERVICES, INC.",2017,368453
PO561091,DC PUBLIC LIBRARY,9409000:Tram Construction and Maintenance Services,3100,2017-04-04T00:00:00.000Z,ARTEX INC.,2017,368454
PO561742,FIRE AND EMERGENCY MEDICAL SERVICES,"0704887:VEHICLES, UTILITY, CARRYALL, FULL SIZE",1799167,2017-04-19T00:00:00.000Z,SEAGRAVE FIRE APARATUS INC,2017,368455
PO557958,DEPARTMENT OF EMPLOYMENT SERVICES,"6004721:COPY MACHINE PARTS AND ACCESSORIES, XEROX (XEROX OR EQUAL)",8990.44,2017-01-23T00:00:00.000Z,XEROX CORPORATION,2017,368456
PO559911,DEPARTMENT OF CORRECTIONS,"POSTAGE METER SCALES, RENTAL",670,2017-03-09T00:00:00.000Z,PITNEY BOWES,2017,368457
PO562613,DEPARTMENT OF PARKS AND RECREATION,"SPLASHPADS, WATER PARK",949,2017-05-08T00:00:00.000Z,NORTHERN VIRGINIA REGIONAL,2017,368458
PO561505,DEPARTMENT OF PARKS AND RECREATION,8053028:BASKETBALL EQUIPMENT,555.5,2017-04-13T00:00:00.000Z,The Hamilton Group,2017,368459
PO561359,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SNACKS, COMBINATION",43.7,2017-04-10T00:00:00.000Z,"SODEXHOMAGIC, LLC",2017,368460
PO562605,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247100:School Operation and Management Services,818.28,2017-05-08T00:00:00.000Z,LASER ART INC,2017,368461
PO559468,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9204037:DATABASE ANALYSIS FOR NT, UNIX RELATIONAL DATABASE, CLIENT SERVER ENVIRONMENT",79319.74,2017-02-27T00:00:00.000Z,"Health IT 2 Business Solutions, LLC",2017,368462
PO558981,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9203130:COMPUTER HARDWARE INSTALLATION SERVICES, MAINFRAME",629.65,2017-02-15T00:00:00.000Z,APPLE COMPUTER INC,2017,368463
PO557508-V4,DEPARTMENT OF HUMAN SERVICES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,28000,2017-02-13T00:00:00.000Z,CSZNet Inc,2017,368464
PO554725-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"5508857:POWER SUPPLY, BATTERY BACK UP SYSTEM",83.46,2017-03-03T00:00:00.000Z,Paige International,2017,368465
PO558803,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"RADIOS, TWO-WAY, WALKIE TALKIE, PARTS AND ACCESSORIES",990.5,2017-02-10T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,368466
PO561245,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,160,2017-04-06T00:00:00.000Z,GREAT AMERICAN CORP,2017,368467
PO561306,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247100:School Operation and Management Services,130,2017-04-07T00:00:00.000Z,THE HAMILTON GROUP,2017,368468
PO559537-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Contracted Services, Travel, Other",3090,2017-04-06T00:00:00.000Z,"LAKELAND TOURS, LLC",2017,368469
PO552264-V4,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",151912.89,2017-05-02T00:00:00.000Z,SAIC_1,2017,368470
PO562888-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,50273.3,2017-06-02T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,368471
PO563832,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TRANSPORTATION,2700,2017-06-06T00:00:00.000Z,"PARTRANS, LLC",2017,368472
PO559428,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,67.95,2017-02-24T00:00:00.000Z,GREAT AMERICAN CORP,2017,368473
PO563196,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MANUALS, TRAINING, TECHNICAL EDUCATIONAL PUBLICATIONS",54,2017-05-23T00:00:00.000Z,"PEARSON EDUCATION, INC.",2017,368474
PO563337,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"3939700:Food Products, Scrap or Waste",51.48,2017-05-25T00:00:00.000Z,"SKY,LLC DBA/US-OFFICE SOLUTION",2017,368475
PO562309,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Bags and Liners, Plastic: Garbage Can Liners, Janitor Cart Liners, Linen Hamper Liners, Litter Bags, Polyethylene Bags, etc., Including Biodegradable",330,2017-05-02T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,368476
PO562493,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",750,2017-05-05T00:00:00.000Z,AMERICAN PUBLIC UNIVERSITY SYS,2017,368477
PO558964,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",29.61,2017-02-15T00:00:00.000Z,LASER ART INC,2017,368478
PO560414,FIRE AND EMERGENCY MEDICAL SERVICES,"COMPUTER SYSTEMS,  MINI-TOWER",8800,2017-03-21T00:00:00.000Z,Dell Computer Corp.,2017,368479
PO558816,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL/TRAINING,4935,2017-02-10T00:00:00.000Z,Empowerment Enterprise II,2017,368480
PO560837-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"Professional Services, Subcontractor and Contractor >25000",7500,2017-05-19T00:00:00.000Z,HARRISON MALDONADO ASSOCIATES,2017,368481
PO562156,DEPART OF YOUTH REHABILITATION SERVICES,9100945:CARPET/FLOORING INSTALLATION AND/OR REMOVAL SERVICES,95835,2017-04-28T00:00:00.000Z,B&B FLOOR SERVICES LLC,2017,368482
PO552682-V2,DEPARTMENT OF GENERAL SERVICES,"9092400:Building Construction, Commercial and Institutional",27000,2017-02-24T00:00:00.000Z,"General Services, Inc.",2017,368483
PO558093,OFFICE OF CHIEF FINANCIAL OFFICER,"9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING",1121.28,2017-01-25T00:00:00.000Z,"OST, Inc.",2017,368484
PO561231,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,20000,2017-04-06T00:00:00.000Z,Whiting-Turner Contracting Co,2017,368485
PO560057,OFFICE OF THE ATTORNEY GENERAL,"7005708:ADHESIVE, PADDING",222,2017-03-13T00:00:00.000Z,"SKY,LLC DBA/US-OFFICE SOLUTION",2017,368486
PO560486-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,3,2017-04-12T00:00:00.000Z,NEAL R GROSS & CO INC,2017,368487
PO562676,DEPARTMENT OF PARKS AND RECREATION,PUBLIC RELATIONS SERVICES,10000,2017-05-09T00:00:00.000Z,Outfront Media Inc.,2017,368488
PO558055,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",1086.26,2017-01-24T00:00:00.000Z,Paige International,2017,368489
PO557988,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SOCIAL STUDIES,188476.15,2017-01-24T00:00:00.000Z,HOUGHTON MIFFLIN CO INC,2017,368490
PO563305,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,59.4,2017-05-25T00:00:00.000Z,GREAT AMERICAN CORP,2017,368491
PO563558,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247100:School Operation and Management Services,65.48,2017-05-31T00:00:00.000Z,LASER ART INC,2017,368492
PO563200,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Classroom and Educational Furnishings and Equipment, Manufacturing Services",62.58,2017-05-23T00:00:00.000Z,LASER ART INC,2017,368493
PO549966-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9772538:FOOD SERVICE EQUIPMENT RENTAL,25000,2017-01-18T00:00:00.000Z,"COMMERCIAL FOODSERVICE REPAIR,",2017,368494
PO559552,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",10132,2017-02-28T00:00:00.000Z,WASHINGTON PERFORMING ARTS SOC,2017,368495
PO561505,DEPARTMENT OF PARKS AND RECREATION,8053028:BASKETBALL EQUIPMENT,250,2017-04-13T00:00:00.000Z,The Hamilton Group,2017,368496
PO563296,DEPARTMENT OF HUMAN SERVICES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,66882.82,2017-05-25T00:00:00.000Z,CSZNet Inc,2017,368497
PO557768,CHILD AND FAMILY SERVICES,"TRAINING, ON-SITE, INSTRUCTOR LED",52500,2017-01-17T00:00:00.000Z,President & Directors of Georgetown College for Georgetown University,2017,368498
PO558642,DEPARTMENT OF MOTOR VEHICLES,"8406033:MONITOR/RECEIVER, COLOR, CONSUMER GRADE, ON SCREEN DISPLAY, AUDIO-VIDEO INPUT JACKS, MIN. 400 LINES HORIZONTAL RESOLUTION, TO MEET TECHNICAL SPECIFICATIONS",650,2017-02-07T00:00:00.000Z,"SUPRETECH, INC.",2017,368499
PO559129,OFFICE OF CHIEF TECHNOLOGY OFFICER,Computer Hardware Manufacturing Services,50348,2017-02-17T00:00:00.000Z,CORPORATE SYSTEMS RESOURCES,2017,368500
PO560209,OFFICE OF CHIEF TECHNOLOGY OFFICER,"5508857:POWER SUPPLY, BATTERY BACK UP SYSTEM",402.5,2017-03-15T00:00:00.000Z,EMERGENCY 911 SECURITY,2017,368501
PO552382-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9068400:Telecommunications Systems (Telephone, Radio, etc.) - Architectural",30780.86,2017-03-06T00:00:00.000Z,LEVEL 3 COMMUNICATIONS LLC,2017,368502
PO562640,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247400:Special Education,119.98,2017-05-09T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,368503
PO562551,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Copy Paper, Specialized High Speed, Including Recycled,, Environmentally Certified Products",943.65,2017-05-05T00:00:00.000Z,LASER ART INC,2017,368504
PO557460,DEPARTMENT OF PARKS AND RECREATION,"8057575:SWIMMING EQUIPMENT, AND PARTS AND ACCESSORIES",1080,2017-01-09T00:00:00.000Z,THE HAMILTON GROUP,2017,368505
PO550175-V3,DEPARTMENT OF HUMAN SERVICES,9521500:Case Management,12250,2017-05-17T00:00:00.000Z,MIRIAMS KITCHEN,2017,368506
PO560338,DEPARTMENT OF HEALTH,"Professional Services, Subcontractor and Contractor >25000",90074.88,2017-03-17T00:00:00.000Z,"OST, Inc.",2017,368507
PO559069,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",999,2017-02-16T00:00:00.000Z,"Networking For Future, Inc.",2017,368508
PO562116,OFFICE OF CHIEF TECHNOLOGY OFFICER,"5508857:POWER SUPPLY, BATTERY BACK UP SYSTEM",856,2017-04-27T00:00:00.000Z,ELTEK,2017,368509
PO558868,OFFICE OF CHIEF TECHNOLOGY OFFICER,9050400:Aerial Photogrammery Services,48367,2017-02-13T00:00:00.000Z,"Fugro Geospatial, Inc.",2017,368510
PO562268,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,32480,2017-05-02T00:00:00.000Z,"Enlightened, Inc.",2017,368511
PO562288,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,54000,2017-05-02T00:00:00.000Z,"Obverse Corporation, Inc.",2017,368512
PO561814,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,14148.74,2017-04-20T00:00:00.000Z,Broughton Construction,2017,368513
PO563531,CHILD AND FAMILY SERVICES,8059450:WEIGHT LIFTING EQUIPMENT DESIGNED TO DEVELOP AND EXERCISE SPECIFIC BODY MUSCLE GROUPS,226,2017-05-31T00:00:00.000Z,BRUNSWICK CORP/LIFE FITNESS,2017,368514
PO563536,DEPARTMENT OF HEALTH,"Professional Services, Subcontractor and Contractor >25000",150000,2017-05-31T00:00:00.000Z,"SecureTech360, LLC",2017,368515
PO560000,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",1500,2017-03-10T00:00:00.000Z,MFRI,2017,368516
PO554678-V5,STATE SUPERINTENDENT OF EDUCATION (OSSE),9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,97066.48,2017-05-01T00:00:00.000Z,"OST, Inc.",2017,368517
PO563090,OFFICE OF CHIEF TECHNOLOGY OFFICER,"Computers, Microcomputer, Handheld, Laptop and Notebook, Rental or Lease",915,2017-05-19T00:00:00.000Z,APPLE COMPUTER INC,2017,368518
PO561291,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"5454358:PARTS, SKF METAL LATHE (SKF OR EQUAL)",214.99,2017-04-07T00:00:00.000Z,"SCHAEFER-FRIEDMAN, LLC",2017,368519
PO561355,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"STORYTELLING KITS AND TOYS, LITERARY ENRICHMENT",37.24,2017-04-10T00:00:00.000Z,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,2017,368520
PO558061,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",39.74,2017-01-24T00:00:00.000Z,LASER ART INC,2017,368521
PO558108,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Participant Costs, Tuition",5500,2017-01-25T00:00:00.000Z,LEADERSHIP WASHINGTON,2017,368522
PO561965,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TOKEN RINGS, LAPTOP COMPUTERS",9372.8,2017-04-24T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,368523
PO559093,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Natural Science Equipment and Supplies, Laboratory",45.6,2017-02-16T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,368524
PO561041,FIRE AND EMERGENCY MEDICAL SERVICES,9986700:Medical and Dental Equipment and Supplies,2412,2017-04-03T00:00:00.000Z,THE HAMILTON GROUP,2017,368525
PO557868-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,1983.7,2017-04-28T00:00:00.000Z,"OLENDER REPORTING, INC.",2017,368526
PO561198,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,1600,2017-04-05T00:00:00.000Z,"MAIA INSTITUTE HOLDINGS, INC.",2017,368527
PO563453,DEPARTMENT OF PUBLIC WORKS,"LICENSE, APPLICATION SOFTWARE (MICROCOMPUTER)",1215.75,2017-05-30T00:00:00.000Z,Carahsoft Technology Corporation,2017,368528
PO558755,DEPARTMENT OF HEALTH,"9586800:Support Services, Management",1100,2017-02-09T00:00:00.000Z,COUNCIL OF STATE & TERRITORIAL,2017,368529
PO553476-V3,OFFICE OF JUSTICE GRANTS ADMINISTRATION,"Grants, Community Service Programs",352959,2017-02-02T00:00:00.000Z,MEN CAN STOP RAPE,2017,368530
PO559363,DEPARTMENT OF MOTOR VEHICLES,"2047760:PRINTERS, LASER, W/6 FT. MIN. PRINTER CABLES, BRAND AND MODEL LISTED OR EQUAL",8407.98,2017-02-23T00:00:00.000Z,"MVS, Inc.",2017,368531
PO563862,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9621600:Bus Transportation Services, School",350,2017-06-06T00:00:00.000Z,Rome Charters LLC,2017,368532
PO559609,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CERTIFICATION EXAM REVIEW, STUDY HELPS, FLASH CARDS, ETC.",1200,2017-03-01T00:00:00.000Z,"NCS PEARSON, INC",2017,368533
PO563088,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"3052858:PENS, PENCILS & DIVIDERS, BOW, COMBINATION",38.41,2017-05-19T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,368534
PO561805,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"3305573:FENCE, SAFETY",4114.5,2017-04-20T00:00:00.000Z,W S JENKS & SON,2017,368535
